Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,112.97000122070312,113.0,111.66000366210938,112.81999969482422,101.64042663574219,1212400
2020-01-03,111.83999633789062,113.0999984741211,111.7699966430664,112.83000183105469,101.64944458007812,1047100
2020-01-06,112.33999633789062,113.20999908447266,112.04000091552734,113.16000366210938,101.94673919677734,1214800
2020-01-07,112.68000030517578,112.98999786376953,112.16000366210938,112.19000244140625,101.07286834716797,1641000
2020-01-08,112.55000305175781,113.83000183105469,112.44000244140625,112.5,101.35214233398438,1748900
2020-01-09,113.0,113.91000366210938,112.72000122070312,113.77999877929688,102.50530242919922,1462000
2020-01-10,113.95999908447266,114.16000366210938,113.18000030517578,113.44999694824219,102.20799255371094,1431200
2020-01-13,113.4800033569336,114.48999786376953,113.44999694824219,114.4800033569336,103.13595581054688,1526100
2020-01-14,114.3499984741211,114.38999938964844,113.44000244140625,113.80000305175781,102.52333068847656,1899100
2020-01-15,113.62000274658203,114.62999725341797,113.05000305175781,114.26000213623047,102.93775177001953,1692500
2020-01-16,114.54000091552734,116.16000366210938,114.2699966430664,116.1500015258789,104.64047241210938,1902900
2020-01-17,116.4000015258789,117.62000274658203,115.8499984741211,117.55000305175781,105.90171813964844,1725700
2020-01-21,117.1500015258789,118.2699966430664,117.05999755859375,117.80000305175781,106.12696075439453,1314100
2020-01-22,118.23999786376953,118.69000244140625,117.58999633789062,117.6500015258789,105.99181365966797,1274100
2020-01-23,117.05999755859375,118.38999938964844,116.0999984741211,118.1500015258789,106.44229125976562,1502400
2020-01-24,118.23999786376953,118.75,117.4800033569336,118.27999877929688,106.55937957763672,2152200
2020-01-27,117.0,117.93000030517578,116.55999755859375,116.58000183105469,105.02786254882812,1135200
2020-01-28,116.87999725341797,118.1500015258789,116.87999725341797,117.54000091552734,105.89273834228516,1496500
2020-01-29,118.5,118.72000122070312,117.66999816894531,118.36000061035156,106.63146209716797,1878800
2020-01-30,117.58999633789062,119.9800033569336,117.56999969482422,119.87999725341797,108.00084686279297,1289400
2020-01-31,119.20999908447266,120.11000061035156,118.2699966430664,118.54000091552734,106.79362487792969,1754500
2020-02-03,119.0,120.06999969482422,118.80000305175781,119.05000305175781,107.25309753417969,1439300
