Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,172.50999450683594,173.86000061035156,167.13999938964844,168.80999755859375,168.80999755859375,734344
2020-01-03,166.8300018310547,169.31739807128906,165.24000549316406,166.82000732421875,166.82000732421875,746102
2020-01-06,166.52999877929688,179.4199981689453,166.02000427246094,179.0399932861328,179.0399932861328,1506438
2020-01-07,178.8300018310547,182.44000244140625,177.19000244140625,180.35000610351562,180.35000610351562,972824
2020-01-08,178.3800048828125,180.72999572753906,174.2899932861328,178.69000244140625,178.69000244140625,1122415
2020-01-09,180.19000244140625,183.8000030517578,179.25,183.60000610351562,183.60000610351562,975770
2020-01-10,190.60000610351562,195.49000549316406,185.3300018310547,189.05999755859375,189.05999755859375,1488312
2020-01-13,166.5,169.97999572753906,155.77000427246094,168.10000610351562,168.10000610351562,3981215
2020-01-14,170.17999267578125,174.77000427246094,169.00010681152344,172.72999572753906,172.72999572753906,1060297
2020-01-15,173.5800018310547,178.3300018310547,171.64999389648438,177.9199981689453,177.9199981689453,1361620
2020-01-16,178.8000030517578,184.16000366210938,178.3000030517578,181.44000244140625,181.44000244140625,896367
2020-01-17,180.77000427246094,184.94500732421875,179.38999938964844,181.27999877929688,181.27999877929688,1023412
2020-01-21,182.5800018310547,192.7449951171875,180.74000549316406,189.91000366210938,189.91000366210938,1071371
2020-01-22,189.3800048828125,191.7899932861328,183.9311065673828,184.4199981689453,184.4199981689453,818699
2020-01-23,184.24000549316406,185.0,181.3300018310547,184.4600067138672,184.4600067138672,625725
2020-01-24,185.13999938964844,187.5,181.55999755859375,182.97999572753906,182.97999572753906,557906
2020-01-27,179.11000061035156,183.72120666503906,178.0,181.4499969482422,181.4499969482422,567531
2020-01-28,182.25999450683594,187.1199951171875,181.61000061035156,187.00999450683594,187.00999450683594,592522
2020-01-29,186.0,192.6300048828125,185.33999633789062,188.85000610351562,188.85000610351562,711984
2020-01-30,187.6999969482422,189.39999389648438,183.66000366210938,186.85000610351562,186.85000610351562,502792
2020-01-31,186.33999633789062,188.8300018310547,183.43710327148438,186.2899932861328,186.2899932861328,430296
2020-02-03,186.4499969482422,190.08999633789062,184.84500122070312,185.9499969482422,185.9499969482422,509292
2020-02-04,187.80999755859375,192.72000122070312,186.25,190.89999389648438,190.89999389648438,526437
2020-02-05,192.74000549316406,194.3300018310547,188.6199951171875,190.72999572753906,190.72999572753906,870818
2020-02-06,175.41000366210938,199.25999450683594,171.14999389648438,196.00999450683594,196.00999450683594,1625521
2020-02-07,193.9199981689453,194.0,184.0,186.91000366210938,186.91000366210938,1032096
2020-02-10,187.19000244140625,187.74000549316406,172.5,174.0800018310547,174.0800018310547,1425950
2020-02-11,175.5,179.25,172.6999969482422,175.82000732421875,175.82000732421875,847151
2020-02-12,169.08999633789062,172.35000610351562,166.25,166.94000244140625,166.94000244140625,1728757
2020-02-13,167.8000030517578,167.8592987060547,162.5500030517578,164.8000030517578,164.8000030517578,1281331
2020-02-14,165.0,168.08999633789062,163.1999969482422,167.22000122070312,167.22000122070312,625251
2020-02-18,167.22000122070312,170.91000366210938,166.50999450683594,169.0,169.0,626605
