Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,94.04000091552734,94.9000015258789,93.79000091552734,94.83999633789062,76.99945068359375,1744600
2020-01-03,93.4000015258789,93.72000122070312,92.68000030517578,93.26000213623047,75.71665954589844,1526300
2020-01-06,92.12000274658203,93.5199966430664,91.97000122070312,93.48999786376953,75.90339660644531,1689000
2020-01-07,93.20999908447266,93.80000305175781,92.7300033569336,93.38999938964844,75.82218933105469,1740400
2020-01-08,93.80000305175781,95.36000061035156,93.44000244140625,93.98999786376953,76.30934143066406,3611400
2020-01-09,94.68000030517578,95.05999755859375,94.36000061035156,94.69999694824219,76.88577270507812,2279500
2020-01-10,94.6500015258789,94.98999786376953,94.04000091552734,94.41000366210938,76.65034484863281,1429200
2020-01-13,94.55999755859375,95.08000183105469,94.12000274658203,95.06999969482422,77.18618774414062,1517000
2020-01-14,94.75,95.62999725341797,94.69000244140625,94.93000030517578,77.07252502441406,1907500
2020-01-15,94.08000183105469,95.0,93.81999969482422,94.31999969482422,76.57728576660156,2023900
2020-01-16,95.0,95.54000091552734,94.87999725341797,95.38999938964844,77.44598388671875,2203200
2020-01-17,95.47000122070312,97.0999984741211,95.41000366210938,97.0999984741211,78.83430480957031,2501500
2020-01-21,96.30999755859375,96.44999694824219,94.94000244140625,95.48999786376953,77.52718353271484,2076200
2020-01-22,95.7699966430664,96.08000183105469,95.37000274658203,95.94999694824219,77.9006576538086,1640400
2020-01-23,95.30999755859375,95.77999877929688,94.02999877929688,95.52999877929688,77.55966186523438,1992500
2020-01-24,95.66000366210938,95.66000366210938,92.5,93.5199966430664,75.9277572631836,1924000
2020-01-27,91.16999816894531,91.80999755859375,90.16999816894531,90.3499984741211,73.35408020019531,2104300
2020-01-28,91.18000030517578,92.54000091552734,90.63999938964844,92.0,74.69368743896484,1755500
2020-01-29,92.5199966430664,93.0199966430664,91.9000015258789,91.91000366210938,74.6206283569336,1290000
2020-01-30,90.98999786376953,93.19999694824219,90.68000030517578,93.11000061035156,75.59488677978516,1442400
2020-01-31,92.04000091552734,92.5999984741211,90.58000183105469,91.05999755859375,73.9305191040039,2695900
2020-02-03,91.6500015258789,93.0,91.44000244140625,91.5,74.2877426147461,1508400
2020-02-04,93.20999908447266,94.41999816894531,93.19999694824219,93.52999877929688,75.93586730957031,2080900
2020-02-05,95.33000183105469,96.91999816894531,94.52999877929688,95.63999938964844,77.64896392822266,3808500
2020-02-06,96.58000183105469,96.62000274658203,95.31999969482422,95.33000183105469,77.39728546142578,1762500
2020-02-07,94.70999908447266,95.3499984741211,94.2300033569336,94.66999816894531,76.8614273071289,1510300
2020-02-10,94.37999725341797,94.91999816894531,93.9800033569336,94.88999938964844,77.04004669189453,1178700
2020-02-11,95.3499984741211,96.83000183105469,94.9800033569336,95.87000274658203,77.83570098876953,1490600
2020-02-12,96.5999984741211,97.23999786376953,95.93000030517578,95.94999694824219,77.9006576538086,1535500
2020-02-13,95.5199966430664,95.91000366210938,95.0199966430664,95.56999969482422,77.5921401977539,1449600
2020-02-14,94.58999633789062,94.94000244140625,93.88999938964844,94.4800033569336,77.60034942626953,1195700
2020-02-18,93.87000274658203,94.73999786376953,92.47000122070312,93.18000030517578,76.53260803222656,1442600
2020-02-19,93.5,93.6500015258789,93.06999969482422,93.0999984741211,76.4668960571289,1421900
2020-02-20,93.04000091552734,94.5,92.9800033569336,93.77999877929688,77.025390625,1422200
2020-02-21,92.93000030517578,93.33000183105469,91.43000030517578,92.5999984741211,76.05622100830078,2103100
2020-02-24,89.11000061035156,89.55999755859375,87.05000305175781,87.83000183105469,72.13841247558594,3387100
2020-02-25,88.22000122070312,88.22000122070312,83.4800033569336,84.05999755859375,69.0419692993164,2961200
2020-02-26,84.7699966430664,85.08000183105469,81.83999633789062,81.91999816894531,67.28429412841797,3064800
2020-02-27,79.30999755859375,80.66999816894531,77.26000213623047,77.5199966430664,63.67038345336914,3928000
2020-02-28,74.88999938964844,75.94000244140625,73.19000244140625,75.44999694824219,61.970211029052734,5092900
2020-03-02,76.0199966430664,79.7300033569336,75.29000091552734,79.55999755859375,65.3459243774414,5088800
2020-03-03,79.47000122070312,80.12999725341797,74.37999725341797,75.05999755859375,61.6498908996582,3844400
2020-03-04,76.44000244140625,77.20999908447266,73.70999908447266,77.16999816894531,63.3829231262207,3976000
2020-03-05,74.05999755859375,74.18000030517578,71.2699966430664,72.26000213623047,59.350135803222656,3709400
2020-03-06,68.47000122070312,71.79000091552734,67.94999694824219,69.80999755859375,57.33784484863281,5168300
2020-03-09,63.75,65.83000183105469,57.380001068115234,58.2400016784668,47.834930419921875,7662100
2020-03-10,62.06999969482422,63.220001220703125,59.38999938964844,62.869998931884766,51.63773727416992,7946300
2020-03-11,60.04999923706055,60.61000061035156,57.20000076293945,57.970001220703125,47.613162994384766,5755700
2020-03-12,52.81999969482422,53.04999923706055,46.29999923706055,46.310001373291016,38.03632736206055,7775400
2020-03-13,51.810001373291016,52.9900016784668,46.63999938964844,52.91999816894531,43.46539306640625,8143900
2020-03-16,44.0,48.06999969482422,43.16999816894531,43.349998474121094,35.60514831542969,6806800
2020-03-17,44.560001373291016,46.970001220703125,40.0,46.77000045776367,38.41414260864258,8187500
2020-03-18,42.56999969482422,47.900001525878906,41.939998626708984,46.18000030517578,37.92954635620117,7466100
2020-03-19,44.77000045776367,47.88999938964844,43.0099983215332,44.369998931884766,36.44291305541992,5083800
2020-03-20,45.220001220703125,46.310001373291016,42.0099983215332,42.2599983215332,34.70988845825195,6519000
2020-03-23,41.0099983215332,42.0,38.619998931884766,39.220001220703125,32.2130126953125,6673400
2020-03-24,42.869998931884766,47.97999954223633,42.16999816894531,47.470001220703125,38.989078521728516,4764100
2020-03-25,50.5,56.40999984741211,47.25,51.61000061035156,42.38943099975586,5927500
2020-03-26,52.470001220703125,57.779998779296875,52.36000061035156,54.650001525878906,44.886314392089844,5747500
2020-03-27,51.56999969482422,55.349998474121094,50.779998779296875,53.040000915527344,43.5639533996582,4724600
2020-03-30,52.150001525878906,54.119998931884766,51.040000915527344,53.75,44.14710998535156,3227000
2020-03-31,53.2599983215332,53.779998779296875,50.709999084472656,52.13999938964844,42.824745178222656,4656000
2020-04-01,48.5,49.849998474121094,46.58000183105469,47.0,38.603050231933594,4233900
2020-04-02,46.36000061035156,48.90999984741211,45.56999969482422,46.630001068115234,38.29914855957031,3999400
2020-04-03,46.290000915527344,47.369998931884766,45.040000915527344,46.09000015258789,37.85563278198242,4530000
2020-04-06,49.900001525878906,50.220001220703125,47.70000076293945,49.13999938964844,40.36072540283203,4675700
2020-04-07,53.970001220703125,54.04999923706055,50.689998626708984,52.060001373291016,42.7590446472168,5451900
2020-04-08,53.0099983215332,55.43000030517578,52.58000183105469,55.02000045776367,45.19021224975586,3952000
2020-04-09,56.95000076293945,60.630001068115234,56.70000076293945,58.70000076293945,48.21274185180664,3736800
2020-04-13,58.630001068115234,59.369998931884766,55.209999084472656,58.0,47.63780212402344,3091900
2020-04-14,59.08000183105469,59.90999984741211,56.9900016784668,58.61000061035156,48.13882827758789,3748600
2020-04-15,55.439998626708984,55.9900016784668,53.93000030517578,54.52000045776367,44.779537200927734,3839700
2020-04-16,53.93000030517578,54.38999938964844,51.81999969482422,52.38999938964844,43.03007888793945,3092900
2020-04-17,55.369998931884766,56.970001220703125,54.65999984741211,56.599998474121094,46.4879264831543,4589200
2020-04-20,54.720001220703125,55.86000061035156,53.470001220703125,54.25,44.557777404785156,2925600
2020-04-21,52.02000045776367,53.060001373291016,51.220001220703125,51.790000915527344,42.53727722167969,3250700
2020-04-22,53.529998779296875,54.060001373291016,52.709999084472656,53.61000061035156,44.03211212158203,3659300
2020-04-23,54.2599983215332,54.9900016784668,52.97999954223633,53.2400016784668,43.72821807861328,2411700
2020-04-24,53.939998626708984,56.20000076293945,53.400001525878906,55.779998779296875,45.814422607421875,2785400
2020-04-27,56.459999084472656,59.7400016784668,56.29999923706055,59.2599983215332,48.672698974609375,2953300
2020-04-28,62.0,63.2400016784668,59.810001373291016,60.650001525878906,49.81435775756836,3180000
2020-04-29,63.5,64.93000030517578,62.900001525878906,64.48999786376953,52.96830749511719,3403800
2020-04-30,62.31999969482422,64.29000091552734,61.83000183105469,62.369998931884766,51.22706604003906,2809400
2020-05-01,60.380001068115234,60.5,58.720001220703125,59.540000915527344,48.90267562866211,2569100
2020-05-04,58.189998626708984,58.9900016784668,57.0099983215332,58.880001068115234,48.3605842590332,2244000
2020-05-05,59.84000015258789,60.65999984741211,58.470001220703125,58.75,48.253814697265625,2256600
2020-05-06,57.54999923706055,58.83000183105469,54.02000045776367,54.119998931884766,44.45100402832031,4459700
2020-05-07,55.08000183105469,58.84000015258789,55.029998779296875,56.720001220703125,46.586483001708984,3514700
2020-05-08,58.119998931884766,59.040000915527344,57.22999954223633,58.97999954223633,48.442718505859375,1996100
2020-05-11,57.95000076293945,58.04999923706055,56.400001525878906,57.04999923706055,46.8575325012207,2183600
2020-05-12,57.5099983215332,57.900001525878906,54.25,54.2599983215332,44.56599044799805,2559500
2020-05-13,53.70000076293945,53.939998626708984,50.970001220703125,51.349998474121094,42.175880432128906,3847000
2020-05-14,50.119998931884766,53.47999954223633,48.52000045776367,53.380001068115234,43.84320831298828,3204500
2020-05-15,52.63999938964844,53.7599983215332,51.83000183105469,52.93000030517578,43.47359848022461,2547700
2020-05-18,55.849998474121094,57.619998931884766,55.5099983215332,57.119998931884766,46.915016174316406,2643200
2020-05-19,56.790000915527344,56.959999084472656,54.95000076293945,54.97999954223633,45.157352447509766,2347900
2020-05-20,56.11000061035156,57.150001525878906,56.0,56.560001373291016,46.455078125,2268400
2020-05-21,56.040000915527344,57.970001220703125,56.040000915527344,57.66999816894531,47.366764068603516,2815800
2020-05-22,56.599998474121094,56.93000030517578,54.869998931884766,56.279998779296875,47.12394714355469,3307800
2020-05-26,59.4900016784668,61.58000183105469,58.93000030517578,60.459999084472656,50.62390899658203,4561400
2020-05-27,64.0,64.95999908447266,62.02000045776367,63.20000076293945,52.918148040771484,3499600
